id,word,pinyin,definition,definition_th,level,example_sentence,example_pinyin
188,次,cì,"time (as in occurrence), order, sequence; next, second","ครั้ง (เช่น จำนวนครั้งที่เกิดขึ้น), ลำดับ, ครั้งต่อไป, ที่สอง",1,这是第一次。,Zhè shì dì yī cì.
189,穿,chuān,to wear; to put on (clothes); to pass through,สวมใส่ (เสื้อผ้า); ผ่านทะลุ,1,我穿衣服。,wǒ chuān yīfu.
190,错,"Cuò, cuò",wrong; mistake; error,ผิด; ความผิดพลาด,1,这是我的错。,Zhè shì wǒ de cuò.
191,从,"Cóng, cóng, zòng",from; since; through; follow; obey,จาก; ตั้งแต่; ผ่าน; ตาม; เชื่อฟัง,1,我从学校来。,Wǒ cóng xuéxiào lái.
192,打车,dǎ chē,to take a taxi,นั่งแท็กซี่,1,我打车去学校。,Wǒ dǎ chē qù xuéxiào.
193,打电话,dǎ diàn huà,to make a phone call,โทรศัพท์,1,我打电话给妈妈。,Wǒ dǎ diàn huà gěi māma.
194,打开,dǎ kāi,to open; to turn on; to switch on,เปิด; เปิดสวิตช์,1,请打开门。,qǐng dǎ kāi mén.
195,打球,dǎ qiú,to play ball sports,เล่นกีฬาที่ใช้ลูกบอล,1,我喜欢打球。,Wǒ xǐhuān dǎ qiú.
196,大学,"Dà xué, dà xué",university,มหาวิทยาลัย,1,我哥哥在大学。,Wǒ gēge zài dàxué.
197,得到,dé dào,"to get, to obtain, to receive",ได้รับ,1,我得到了他的书。,Wǒ dédào le tā de shū.
198,等,děng,to wait; to wait for; and so on,"รอ, คอย, และอื่น ๆ",1,请等我一下。,qǐng děng wǒ yí xià.
199,地点,dì diǎn,"place, location, venue",สถานที่,1,那个地点在哪儿？,Nàge dìdiǎn zài nǎr?
200,地,"de, dì","ground, place, land, (adverbial particle)","พื้นดิน, สถานที่, ที่ดิน, (คำช่วยใช้ขยายกริยา)",1,地上有一本书。,Dìshang yǒu yī běn shū.
201,地上,dì shang,on the ground; on the floor,บนพื้น,1,地上有一本书。,dì shang yǒu yī běn shū.
202,的,"de, dī, dí, dì",possessive particle; used to link a noun/pronoun with a following noun,"ของ, ที่ (คำอนุภาคใช้แสดงความเป็นเจ้าของหรือขยายความ)",1,这是我的书。,zhè shì wǒ de shū.
203,地图,dì tú,map,แผนที่,1,这是我的地图。,Zhè shì wǒ de dì tú.
204,电话,diàn huà,telephone,โทรศัพท์,1,我打电话。,wǒ dǎ diàn huà.
205,电,diàn,electricity; electric; electrical,ไฟฟ้า; เกี่ยวกับไฟฟ้า,1,这是电灯。,Zhè shì diàndēng.
206,电脑,diàn nǎo,computer,คอมพิวเตอร์,1,我有一台电脑。,Wǒ yǒu yī tái diànnǎo.
207,电视机,diàn shì jī,television,โทรทัศน์,1,我有一台电视机。,Wǒ yǒu yī tái diàn shì jī.
208,电影,diàn yǐng,"movie, film",ภาพยนตร์,1,我喜欢看电影。,wǒ xǐ huān kàn diàn yǐng.
209,电视,diàn shì,"television, TV",โทรทัศน์,1,我看电视。,Wǒ kàn diànshì.
210,电影院,diàn yǐng yuàn,movie theater,โรงภาพยนตร์,1,我去电影院看电影。,wǒ qù diàn yǐng yuàn kàn diàn yǐng.
211,东边,dōng bian,"east side, eastern part, to the east of","ด้านตะวันออก, ส่วนตะวันออก, ทางตะวันออกของ",1,我家在东边。,wǒ jiā zài dōng bian.
212,东,"Dōng, dōng",east,ทิศตะวันออก,1,太阳从东边出来。,Tàiyáng cóng dōngbiān chūlái.
213,东西,"dōng xī, dōng xi","thing, object, stuff","สิ่งของ, สิ่ง, ของ",1,这是什么东西？,zhè shì shén me dōng xi
214,大,"dà, dài",big; large; great,"ใหญ่, โต",1,这个苹果很大。,Zhège píngguǒ hěn dà.
215,都,"Dū, dōu, dū",all; both; already; even; capital city,ทั้งหมด; ทั้งคู่; แล้ว; แม้แต่; เมืองหลวง,1,他们都是学生。,Tāmen dōu shì xuéshēng.
216,读书,dú shū,to read books; to study,อ่านหนังสือ; เรียนหนังสือ,1,我喜欢读书。,Wǒ xǐhuān dú shū.
217,多,duō,"many, much, a lot of; more; how (to what extent)","มาก, เยอะ; มากกว่า; อย่างไร (ถึงระดับไหน)",1,这里有很多人。,Zhèlǐ yǒu hěn duō rén.
218,多少,"duō shǎo, duō shao","how much, how many, what number","เท่าไร, กี่, จำนวนเท่าใด",1,这个苹果多少钱？,Zhège píngguǒ duōshǎo qián?
219,儿子,ér zi,son,ลูกชาย,1,我儿子是学生。,Wǒ ér zi shì xué sheng.
220,二,èr,two; second (in sequence),สอง; ที่สอง (ในลำดับ),1,我有两个苹果。,Wǒ yǒu liǎng gè píngguǒ.
221,饭,fàn,cooked rice; meal; food,ข้าวสุก; อาหาร; มื้ออาหาร,1,我吃米饭。,Wǒ chī mǐfàn.
222,饭店,fàn diàn,restaurant,ร้านอาหาร,1,我们去饭店吃饭。,wǒ men qù fàn diàn chī fàn.
223,房间,fáng jiān,room,ห้อง,1,我的房间很大。,Wǒ de fángjiān hěn dà.
224,放,fàng,"to put, to place, to release, to let go, to set off","วาง, ปล่อย, จุด (เช่นดอกไม้ไฟ)",1,我放书在桌子上。,wǒ fàng shū zài zhuōzi shàng.
225,放假,fàng jià,to have a day off or vacation,วันหยุดหรือวันพักผ่อน,1,我们明天放假。,wǒ men míng tiān fàng jià.
226,放学,fàng xué,to finish school for the day; school is out,เลิกเรียน; หมดเวลาเรียนในแต่ละวัน,1,我们三点放学。,wǒ men sān diǎn fàng xué.
227,非常,fēi cháng,"very, extremely","มาก, อย่างยิ่ง",1,这个苹果非常好吃。,Zhège píngguǒ fēi cháng hǎo chī.
228,风,fēng,wind,ลม,1,今天风很大。,Jīntiān fēng hěn dà.
229,干净,gān jìng,"clean, neat","สะอาด, เรียบร้อย",1,这个房间很干净。,Zhè ge fángjiān hěn gānjìng.
230,高兴,gāo xìng,"happy, glad, cheerful","มีความสุข, ดีใจ, ร่าเริง",1,我很高兴。,wǒ hěn gāo xìng.
231,高,"Gāo, gāo","high, tall",สูง,1,他很高。,Tā hěn gāo.
232,告诉,"gào sù, gào su","to tell, to inform","บอก, แจ้งให้ทราบ",1,我告诉妈妈。,wǒ gào su mā ma.
233,歌,gē,song,เพลง,1,我喜欢听歌。,Wǒ xǐhuān tīng gē.
234,个,gè,classifier for general objects or people,ลักษณนามสำหรับสิ่งของหรือคนทั่วไป,1,我有一个苹果。,Wǒ yǒu yī gè píngguǒ.
235,给,"gěi, jǐ",to give; for; to; by,ให้; สำหรับ; แก่; โดย,1,我给你一本书。,Wǒ gěi nǐ yī běn shū.
236,工人,gōng rén,worker,คนงาน,1,他是工人。,Tā shì gōngrén.
237,工作,gōng zuò,to work; job; task,ทำงาน; งาน; หน้าที่,1,我每天工作。,wǒ měi tiān gōng zuò.
238,关,"Guān, guān","to close, to shut, to turn off","ปิด, เปิดปิด, หยุดการทำงาน",1,请关门。,Qǐng guān mén.
239,国,"Guó, guó","country, nation","ประเทศ, ชาติ",1,这是中国。,Zhè shì Zhōngguó.
240,国家,guó jiā,country; nation; state,ประเทศ; รัฐ; ชาติ,1,中国是一个国家。,Zhōngguó shì yī gè guójiā.
241,国外,guó wài,"abroad, overseas, foreign","ต่างประเทศ, ต่างแดน, ต่างชาติ",1,我爸爸在国外。,wǒ bà ba zài guó wài.
242,还是,hái shi,or; still; nevertheless; had better,หรือ; ยังคง; อย่างไรก็ตาม; ควรจะ,1,你喝茶还是喝水？,Nǐ hē chá hái shi hē shuǐ?
243,过,"Guò, guò, guo",Indicates a past experience or completed action.,แสดงการกระทำที่เกิดขึ้นในอดีตหรือประสบการณ์ที่ผ่านมาแล้ว,1,我去过北京。,Wǒ qù guo Běijīng.
244,汉语,Hàn yǔ,Chinese language,ภาษาจีน,1,我学习汉语。,Wǒ xuéxí Hàn yǔ.
245,还,"Huán, hái, huán","to return, to give back","คืน, ส่งคืน",1,我还你书。,Wǒ huán nǐ shū.
246,好,"hǎo, hào",good; well; to like; to be fond of,ดี; ชอบ,1,他很好。,Tā hěn hǎo.
247,好看,hǎo kàn,"good-looking, nice, pleasant to look at (for people, things, movies, books, etc.)","สวย, น่าดู, น่าชม (ใช้กับคน สิ่งของ ภาพยนตร์ หนังสือ ฯลฯ)",1,这本书很好看。,zhè běn shū hěn hǎo kàn.
248,好听,hǎo tīng,pleasant to hear; nice-sounding,"ไพเราะ, ฟังดูดี",1,这首歌很好听。,Zhè shǒu gē hěn hǎo tīng.
249,喝,"hē, hè",to drink (hē); to shout loudly (hè),ดื่ม (hē); ตะโกนเสียงดัง (hè),1,我喝水。,wǒ hē shuǐ.
250,和,"hé, Hé, hè, hú, huó, huò",and; with; harmonious; gentle; to mix; to blend,และ; กับ; สงบ; อ่อนโยน; ผสม; ผสมผสาน,1,我和妈妈,wǒ hé māma
251,很,hěn,"(adverb) very, quite","(คำวิเศษณ์) มาก, ค่อนข้าง",1,她很好。,Tā hěn hǎo.
252,后,"Hòu, hòu","behind, after, later","ด้านหลัง, หลัง, หลังจาก",1,我坐在他后面。,Wǒ zuò zài tā hòumiàn.
253,后边,hòu bian,"behind, back, rear","ด้านหลัง, ข้างหลัง",1,猫在后边。,Māo zài hòu bian.
254,话,huà,"speech, words, talk, conversation","คำพูด, การพูด, การสนทนา",1,他说什么话？,tā shuō shénme huà?
255,后天,hòu tiān,the day after tomorrow,วันมะรืน,1,后天是星期五。,Hòutiān shì xīngqīwǔ.
256,回答,huí dá,"to answer, to reply","ตอบ, ตอบกลับ",1,请回答我的问题。,qǐng huí dá wǒ de wèn tí.
257,花,"Huā, huā",flower,ดอกไม้,1,这朵花很漂亮。,Zhè duǒ huā hěn piàoliang.
258,回到,huí dào,to return to,กลับไปที่,1,我回到学校。,wǒ huí dào xué xiào.
259,回家,huí jiā,to go home,กลับบ้าน,1,我回家吃饭。,wǒ huí jiā chī fàn.
260,回去,huí qu,"to go back, to return","กลับไป, กลับ",1,我明天回去。,Wǒ míngtiān huí qu.
261,回来,huí lai,"to come back, to return",กลับมา,1,他五点回来。,tā wǔ diǎn huí lai.
262,会,"huì, kuài","can, to be able to; to know how to; will (future tense)","สามารถ, รู้วิธี, จะ (แสดงอนาคตกาล)",1,我会说中文。,wǒ huì shuō zhōngwén.
263,火车,huǒ chē,train,รถไฟ,1,我坐火车去北京。,Wǒ zuò huǒchē qù Běijīng.
264,鸡蛋,jī dàn,egg,ไข่ไก่,1,我吃一个鸡蛋。,Wǒ chī yī gè jī dàn.
265,几,"jī, jǐ","how many, how much, several, a few","เท่าไหร่, กี่, หลาย, บาง",1,你有几个朋友？,Nǐ yǒu jǐ gè péngyou?
266,记住,jì zhu,"to remember, to keep in mind","จำ, จำไว้, จดจำ",1,请记住我的名字。,qǐng jì zhu wǒ de míng zi.
267,家,"jiā, Jiā",home; family; household; (surname) Jia,บ้าน; ครอบครัว; ครัวเรือน; (นามสกุล) เจีย,1,这是我的家。,Zhè shì wǒ de jiā.
268,家里,jiā lǐ,at home; in the house,ที่บ้าน; ในบ้าน,1,我家里有妈妈。,wǒ jiā lǐ yǒu mā ma.
269,教,"Jiào, jiāo, jiào",to teach; to instruct; to educate; religion,สอน; บอก; อบรม; ศาสนา,1,老师教我写字。,Lǎoshī jiāo wǒ xiě zì.
270,家人,jiā rén,family members,สมาชิกในครอบครัว,1,我的家人很好。,Wǒ de jiā rén hěn hǎo.
271,见,"jiàn, xiàn","to see; to meet (jiàn); to appear (xiàn, archaic variant of 现)","เห็น; พบ (jiàn); ปรากฏ (xiàn, รูปโบราณของ 现)",1,我见你。,wǒ jiàn nǐ.
272,教学楼,jiào xué lóu,"school building, teaching building","อาคารเรียน, ตึกเรียน",1,我的学校有教学楼。,Wǒ de xuéxiào yǒu jiàoxuélóu.
273,介绍,jiè shào,to introduce,แนะนำ,1,我介绍朋友。,wǒ jiè shào péng you.
274,今年,jīn nián,this year,ปีนี้,1,我今年十岁。,wǒ jīn nián shí suì.
275,姐姐,jiě jie,older sister,พี่สาว,1,我姐姐很好。,wǒ jiě jie hěn hǎo.
276,进来,jìn lái,to come in,เข้ามา,1,请进来坐。,Qǐng jìn lái zuò.
